rating,name,title,review,date,upvotes,is_certified,iD
4.0,Shirin Parikh,Good business phone,"Good business phone..not entertaining..strong body,big phone, good keypad,good touch screen,outstanding writing experience, missing home key as other phones have..over all a very good business phone",14 October 2014,9,Verified Purchase,"""RW5OSVKOLQFT1"""
5.0,Dinesh Ramachandran,a worthy hardware,"Great product. Thumbs-up for amazon. Delivered it in a day..,To begin with, the first thing you will notice is a rather unusual phone. Within 30 minutes it will comfortable on hands. Already got 2 updates. So blackberry does care about this phone.,Battery life is about 2 days on normal use. Ecosystem is easy. Essential apps are available. Great product to be switched from a android user.,Browser is quiet fast. Signal quality is amazing. AND phone is quite loud. You will never miss a notification.,Superb product.",26 January 2016,2,,"""R4IXVWTL7Q1R9"""
5.0,SKR,Great Job Blackberry...,"Great Job Blackberry...,Wonderful phone with power, performance and looks. Impressive OS, hardware and built quality. The combination of entrainment power house and capability to work from anywhere. The best phone ever made in the cell phone industry.,On one hand Ap***’s iph***6 and  6+ sucks to the public with huge price tag, blackberry passport  is fu**ing to Ap***’s iph***6 and  6+ with less price, awesome feature, solid build quality and amazing battery life.",22 November 2014,2,Verified Purchase,"""R3OIZ3I2VU60DB"""
4.0,Amazon Customer,Good,Good,18 October 2015,0,Verified Purchase,"""R2017SK3XFQN7W"""
5.0,A R SRIDHAR,Five Stars,Good,29 September 2015,0,Verified Purchase,"""R8USJ1QDI7QT8"""
5.0,sahil,Five Stars,Good,13 August 2015,0,Verified Purchase,"""R33XABAL7KSTSZ"""
5.0,S.Raj Krishna,Five Stars,Good,14 May 2015,0,Verified Purchase,"""RPY6FRRU4TQNV"""
1.0,Hemant,defective handset delivered,delivered a defective handset. sensors malfunctioning. request to replace the handset,14 January 2015,3,Verified Purchase,"""RCJO8NQEECR7C"""
2.0,zaid,location not working,"I am not able to use any location based app,Bbm showing my location in USA,And there are gaps between the screen and body and keyboard and body,A lot of dust is gathered there,Please replace my phone",14 December 2014,0,,"""RGYOV4XOQU19G"""
5.0,Sanjay M.,Five Stars,gud,9 February 2015,0,Verified Purchase,"""R1I2T4FICGCEKE"""
4.0,Darayes Hormusjee,BB PASSPORT BLACK A WONDER PRODUCT.,4G LTE AWAITED.GOOD DISCOUNT ON PRESENT MODEL 42K A GOOD PRICE.,25 January 2015,0,Verified Purchase,"""R2UY2XPL1MKEKK"""
5.0,tri 1,Its massive and perfect.,Its some thing really different as u move hands u can feel the difference. Its massive and perfect.,15 February 2015,0,Verified Purchase,"""RNOB27K7QWXT5"""
5.0,Saroj Kumar Jha,Five Stars,The Best Business Phone of the World.,13 February 2015,0,Verified Purchase,"""R1LEMACQFTI7SP"""
1.0,Ananthasrinias.S.N,"Lost money would never recommend, because two people who bought because of me ...","Misfortune struck me on the day I bought this. Junked this least versatile. Instrument and shifted to Nexus6.,No Life ok. Lost money would never recommend, because two people who bought because of me have cursed enough which would last for life time.It is like TATA vehicle. Impressive on paper but useless when you buy.",25 March 2015,2,Verified Purchase,"""R1J5DMMMRB90G2"""
2.0,Amazon Customer,"I don't find any truth in above said reviews, ...","I don't find any truth in above said reviews, I think Blackberry community is trying hard to post fake reviews  as various users!!",3 January 2015,0,,"""R3GNDI4DNWDNN0"""
1.0,K K Agarwal,Its too bulky and also no difference than the Z30 ...,Its too bulky and also no difference than the Z30 also to state that the quwety key board is not that soft to type and the shape of the passport is too difficult to hold and than type the same. In short not worth the money what payed for.,30 October 2014,3,Verified Purchase,"""RBXJLAIR1TL0V"""
1.0,Sangita Verma,they sold me the bad itmes.,From very first day it is not working. even sometime not switching on. I felt totally cheated by amazon. they sold me the bad itmes.,10 November 2014,2,Verified Purchase,"""R2SGBBA1956BLK"""
1.0,H.M Panchal,One Star,BB passport having lot of problem. Phone heated n battery discharged in one hours.,4 January 2015,0,Verified Purchase,"""ROYW5JRJ2ITLX"""
1.0,Meerant,Phone meant for becoming nostalgic about life pre-2007/pre-smartphones,"This phone is an illustrative example of why Blackberry as a company has failed. Firstly, why is there a physical keyboard on the phone?? One of the most significant achievement of touchscreen based phones was to remove the need for a physical keyboard, does Blackberry believe in going back in time and bringing back its good ol'days of 2006!! People argue that one can create/edit docs, spreadsheets, etc. but lets be reasonable here most people will hate to do it on a 4 or 5 inch screen, as it is pretty cumbersome. Even their claim that this phone is a business phone is a misnomer; I dont know what they even mean by that. Does a professional in today's day and age require nothing more than shabby interface to edit/create docs? There are many other apps which are part of the professional milieu, moreover no one just buys a phone just for professional use these days, the phone must also serve other needs such as entertainment of the user. In any event, the moment I saw that physical keyboard I hated this abomination which Blackberry likes to call a 'smart phone'.",21 May 2015,0,,"""R9P1QLO4UW135"""
1.0,Dr. AKS,blackberry is  selling defected product in India,"Do not buy any blackberry product, one of the worst customer support from blackberry.",23 October 2014,4,,"""R1I5XW1G7T3M0S"""
2.0,Shameer M Malani,not satisfied,"Too big to manage.,Planning to sell it.,Nothing great.,Does not support VoIP and sip.",12 November 2014,0,Verified Purchase,"""R7KGSW9I8HE5X"""
1.0,Amod,One Star,Fantastic Business phone,16 December 2014,0,Verified Purchase,"""R7UYXAYU00PJR"""
2.0,Harman,Bad Battery,"I'm a BB user since past 6 years and have always been a fan. I was using Z30 before and according to me thats a much better choice.,It might be that the battery in my passport is faulty as it lasts only 4-5 hours on full charge with a very low usage. I'm not able to adjust with the size as well.",17 October 2014,3,Verified Purchase,"""R1SW9HNT77ULFC"""
5.0,Sreeman,BlackBerry and Paasport - A Unique Combination!!!,"This is a unique phone. I am very pleased with the design and build of the phone. I wish I could use it as my office BlackBerry, but BYOD is not allowed for us yet. The size is perfect to read emails and typing is so easy with it. I almost forgot to use my laptop for emails. The Hub, Camera, Keyboard as trackpad, screen resolhtion all are very unique and second to none. Though cost is at the higher end, still if you are a mobile phone freak like me, toy will find a reason to get it!",9 November 2014,2,Verified Purchase,"""R1NFK7GT8ORFGJ"""
5.0,sarat chopra,best productivity phone,"Did not buy this from amazon.,Pros-,Blackberry blend a fantastic way to connect yur phone and computer and to keep working. Transfer data from yur comp to yur phone. All communication on yur desktop,Battery life. Poor android and iphone users. they keep looking for the juice,Cut n paste is phenominal,Track pad,Camera,Speakers,Cons,Not fashionable enough in the world of iphones,Shape for the start but soon used to it",2 January 2015,2,,"""R1RDT0WS4MOCUH"""
5.0,KoolKid,Best smartphone on the market,Fantastic and truly innovative device with amazing battery life and very sharp screen!,22 October 2014,4,,"""R291HN711G0FL4"""
4.0,Amazon Customer,Awesome phone with great and unique features,"I bought BlackBerry Passport on 23 Oct. Firstly, I would appreciate Amazon delivery which delivered my phone within 2 days. Now talking about the phone, it's a great phone with a lot new and great features. The most interesting is its touch enabled keyboard. Another thing which I came to know after a long time was its different LEDs including red,green,blue,yellow,white,cyan,magneta. Its so awesome to see different LEDs for different notifications. It has a great rear camera with a great focus. Some says that it dosent takes good photos in low light. But I dont saw this. The only bad thing I saw is :,1. BlackBerry Assistant is so accurate but it takes a lot of time. Iphone's Siri is a lot faster than this.,2. There are very less apps on native BlackBerry OS. So we have to sideload android apps.,3. Its screen size is totally different from other phones but sometimes it creates the problems. All the APKs have different screen resolutions and doesnt works perfect on this device. Videos are in little bit of small size. It shows black color on top and bottom of videos. But it also have a great advantages like when uploading photos to Whatsapp and Instagram, we do not have to crop the pics.",2 December 2015,0,Verified Purchase,"""R3GIOJHYAEDA5H"""
5.0,amit,Worlds Best Phone,"This is the Worlds Best Phone, i personally used BB Passport for now till 7 months, i had no issues and to be frank , you can crack and install any games , and any application, the android interface is excellent.The main thing for me was battery life and the only phone which can give 3 days Ultimate battery life was this BB Passport , and i have used several phones but nothing like Passport. Its not only good for business Professionals , but for anyone i recommend , especially for college and working professionals and also for those who travel a lot(Why to carry a laptop?? Just use Blackberry Passport - amazing screen display to work and view ), then You can finish lots of work on the go , so i totally recommend anyone to buy and observe the power of Blackberry.Also, this phone has the most sexiest keyboard till date, it took 2 days to get used to , as it was the worlds first touch keyboard interface technology, on a physical board, swiping with the built in dictionary was amazing , once you get used to it , you can shoot a 500 words in 30 secs, yes i tested it personally :D.Another important feature is you can install 3rd party apps like 1mobile app and apptoide , plus you have amazon store and blackberry store, so totally 4 stores with unlimited access.(Also you can install Playstore from Google) :D.,The camera is amazing 13 MP in the back gives you very crisp photos in nice lighting conditions and also during night the HDR is extremely fantastic. The slow-motion camera in 1080 p 60 Frames per second is absolutely stunning. The options for camera is endless .,The Natural Voice Technology built in for speakers is the best in performance for Music ****,BBM Features are Amazing (the worlds best messenger service), you can video call, voice call and now there is Private chat which is an amazing feature, that i haven't seen in any phone, its like you can talk to anyone in your contact list , start your private chat, and it will automatically self destruct in 1 minute, and the best part its not stored anywhere. :D,So overall its the Best of the Best and the king of all PHONES, Nothing can beat its beauty, styling, performance and Freedom.,My rating is 10/10 . :D",10 July 2015,0,Verified Purchase,"""R20GRCI5H3XYN6"""
5.0,Its Not a Phone. It's a Device,Blackberry Passport,"Its an amazing phone. The size and ergonomics of the phone takes a couple of days to getting used but after that it is so smooth. Its not a phone... Its a Device which do things. The physical keyboard is such a beauty. The screen is so good.. everything looks great. Reading emails.. books... browser pages is great. Blackberry hub brings a different meaning to integration.. Whats App is integrated with hub hence fun to use. One of the things which I didnt expected and found it surprisingly fantastic was playing games and that too heavy graphic games like the Mortal Combat 5 - Black Out. It runs so smooth and playing it on a big screen is an experience. In short I am in love with this device. Rest everythng else like call clarity.. Speaker phone clarity is great. BB10 has matured . And you can find almost 80% of the apps you use on a daily basis on the Blackberry App world and the Amazon APP Store. For the rest of them you can anytime download SNAP and get hold of the Android Apps. Havent tried it though, will do it soon.",9 April 2015,0,,"""RM1X8GSBC6UWZ"""
4.0,Sameer Hakim,never really liked it. What now,"Buying process:,Had unlimited options, but limited requirement. Wanted to buy the iPhone 6, but after truly understanding that Apple charges you for brand, UI and nothing else, changed my mind (hardware, will get obsolete with a year). Then took a look at the Motorola X. It gives you the added benefit of using the Moto 360 seamlessly. But having used a Moto G, never really liked it. What now?,Deciding factor:,Having owned a Samsung S3 and experiencing the performance degradation, never again. Was checking for phones a few months back and found the Blackberry Passport. Liked the design (not for everyone, but yes, captures everyone' attention). Did my homework well, basis my requirements bingo, Blackberry Passport it was.,Shopping Experience:,Best price? Not on Amazon, but yes, it' the only site which give you next day delivery. Buying experience was a little bumpy as I had some issues completing the payment experience. But not a game changer. Still went ahead and ordered.,Delivery:,The very next day (Period),Experience So Far:,Wonderful. Can do a lot with the screen space (yes even with the 1:1 aspect ratio). UI is great, specially with the touch gestures. Excels, PowerPoint, Mail, eBooks all easy and simple to use/ read/ edit. Apps? Productivity apps can be easily downloaded off the BBM app store or the Amazon store. Works well, no issues here.,Verdict:,If work comes first, buy it. Do not look anywhere else. Definitely recommended.,One problem, that all I need to change my mind.. (for those who want),Two hands, needed for usage. If you can't, go for something else (required even for typing).,Learning cover, not for everyone. If you want a easy to use phone buy the iPhone.",3 April 2015,0,Verified Purchase,"""R1ZMBCRW5XZ523"""
5.0,Jag,Excellent smartphone strictly for professionals and not casual users,"I got this expensive higher end phone being a doctor wanting to get things done fast. Initially it was difficult to adapt to the design and the gestures, as people used to android or ios might feel it uncomfortable initially. After about 2 weeks of usage, I realized i was being trained to fly a jet. The phone gives an extraordinary fast performance and swift typing with it's qwerty touch enabled keyboard and advanced adapting/ learning capacity of blackberry. The words i wish just stand up there and need just a flick to be passed onto the keyboard. This is my 4th week of usage and I am extremely happy to have a powerful no lag machine, which increases in beauty as u use it, whilst other phones lose them as u use. Everybody knows the specs r powerful, some China phones even though claim powerful specs r no use when actual handling come fore when BB is unmatchable. Nobody regrets buying this I guess,Pros,1.Speed,2.clear screen,3.Touch sensitive Qwerty,4.BB hub which has all accounts be it mails, whatsapp, FB or others in a single place,5.Premium finish and design,6.Powerful Battery,7.Voice and Microphone clarity,8.Security,Cons,1.Takes time to adapt and get adjusted, if u can wait,2.Though many common ones are there, Some useful apps not available in BB world or Amazon app store from where u download like Viber, FlipKart mobile app, ...etc (BB should seriously get all important apps at the earliest),3.Accessories were difficult to get, but finally got a beautiful imak case,4.Cant keep in pocket, u need a pouch,5.A bit heavy (not too much to detest),6.You need a big palm to hold the phone, I sincerely advise those with smaller hands never to buy, they will regret,7.Sound could have been better, Lenovo s dolby is better ( though lenovo has a whole lots of negatives which BB does not have),8.BB maps has no traffic information for India,It a powerful machine apt for professionals and serious people. May not be suitable for teens and college students or less busy ones",13 January 2015,0,,"""R22YEHYDHWXY55"""
5.0,Shravan Raskar,Five Stars,Amazing mobile,18 October 2014,6,,"""R12HJISG3JE60Q"""
5.0,Prem Kumar Singh,excellent phone to work,I am very old user of BlackBerry phones it's almost 11 years now and after purchasing my BlackBerry passport I am so happy which I can't express in words. It's an ultimate and my dream phone having all required apps which any business user as well as the medical Doctors can use. All best wishes to BlackBerry for making such wonderful phone for Business users. I am highly impressed and satisfied.,9 November 2014,2,,"""R1FO6S0GQ0M4KV"""
5.0,Amazon Customer,Five Stars,excellent,26 May 2016,0,Verified Purchase,"""R15Y5ZFYQDEVVI"""
4.0,Vijay Jetty,Almost Perfect !!,"Everything is just perfect. Performance is phenomenal. The only drawback is you can't operate with one hand unlike other blackberry i owned in past (curve 9220, bold, torch, q5, z10, etc). It's the size of an actual government issued passport booklet.",11 April 2015,0,Verified Purchase,"""R3T255IC40P0EH"""
5.0,the buyer,"NO compromise, we do go first beating everything.","One amazing Product !!,Love it !!,If you aren't even a BB customer before, well this is the chance to be one and Passport is very much good option to start with and to last with.",13 November 2015,0,Verified Purchase,"""R24MSVNP0OJX9X"""
4.0,ZeusQuad Reviews,Good,It's not the cutest and trendy phone but worth buying BlackBerry been my dad's favorite for years now I really know why Handel's huge traffic smoothly and no harsh lag or jams,26 October 2015,0,,"""R1CVBM19SYLR4U"""
1.0,Karthik,wireless printing option.,"In blackberry 10 OS phones we can't PRINT documents, pdf, webpage, e-mails directly from phone to wifi printer...,NO PRINTING OPTION IN BLACKBERRY 10 OS phone..,On top of that blackberry phones are made for business people 😆😆😆😝😝😝😡,FUNNY PHONE😆",8 June 2015,3,,"""R34ZD1QBKCGQ5L"""
5.0,jagadeesh,perfect beauty,Great piece of engineering marvel. Takes five days to get used to. Great phone for great people. BlackBerry passport has replaced my laptop completely,2 May 2015,0,,"""REV93LV17V0R8"""
2.0,ranvir singh,Would like to suggest,"I purchased BB Passport in November,2014 & in December 2014 after one month device suddenly switched off  because of software issue.,Would like to suggest, think before to purchase this device. I verified from BlackBerry  third party service center ( as in India no BB owned support centers available) that this issue persists in many devices till date.,Also BlackBerry has no ethical customer support center for Indian operation. You can call on these service center number  18004253720 or 18004253720 & you will be lucky if any attend your call.  - Worse customer support for Indian operation.,This device is failed to perform against BlackBerry  claimed promotional agenda.",13 January 2015,4,Verified Purchase,"""R2OM56J8AFJHGC"""
5.0,Mohan Suvarna,Five Stars,Great,16 October 2015,0,Verified Purchase,"""RVWTCXD40WG63"""
3.0,its your luck,its your luck!!!,"Just a short summary,Unparalleled Hardware,Better than any phone in looks,Catches the eye of everyone,Pathetic Software,Lags,Technical glitches,Atleast what u r providing, provide it glitch free,I still love BlackBerry Passport over any other phone but it is my hard luck I can't continue to use this phone,I have retuned this phone .,I ll go for a Nexus 6p",23 January 2016,0,Verified Purchase,"""R2BC9NV6COP83R"""
3.0,Rohit pathak,Three Stars,"Package came with just one charger, as opposed to the three chargers claimed in all articles on the internet",20 July 2015,0,Verified Purchase,"""R266WOL67PGCRW"""
5.0,Ashish,Great for business use,"Exactly the phone I was looking for. The screen size is large enough to help me work with the documents. The typing is slightly different from my previous BB Bold, but the learning curve is not very high. I have already adapted to it in less than a week. Blend is awesome, makes life easy to manage my documents. I have been feeling the need to use my laptop lesser and lesser...",16 February 2015,2,Verified Purchase,"""R1HBWO0BP1GPEH"""
5.0,Mohammed,"Classic, with a brilliant video quality..","Classic... Big hand for the phone needed with slim and sexy fingers for buttons..,If u had not experienced blackberry phone its time for it. And old blackberry customers its time for upgradation. :P :')",12 October 2014,13,,"""R3W39T0DWJE2ZF"""
5.0,Ajay Khanna,"been using BlackBerry device for last eight years amongst my fev bold, torch, Q10, Z30 and now BlackBerry passport. Awesome!","been using BlackBerry device for last eight years amongst my fev were bold, torch, Q10, Z30 and now BlackBerry passport. Awesome! Simply the best..!",25 November 2014,3,,"""R27PJQ47RJ1WBQ"""
5.0,Amazon Customer,The passport is a power house to deliver intelligent device from blackberry,"The passport is a power house to deliver intelligent device from blackberry, and their user interface of 10.3.1 is quite good, if we talk about switching between applications no operating system is near the bb 10, just thumb use n u can switch over tha application, marvellous. If we talk about passport its best backup near about 10-11 hours continues browsing over 3g. Best but  squarish display 442 ppi so crispy, with gorilla 3 protection.the Ferrari type processor so that u don't have wait for anything. Superior connectivity 4g lte but indian band (40) not available . Best ever camera 📷 from bb. N really really really great typo qwerty with sense.. N everything what u can expect ,but there one thing its weight n size thus u can not operates single hand, ever never.... Otherwise its a throttle....",18 June 2015,0,Verified Purchase,"""R1OOZZUF5YZYTS"""
5.0,Virendra Thakur,An amazing experience!,"Excellent phone. An amazing experience using the BlackBerry Passport. BlackBerry should go a step ahead & launch a full touch screen phone in the same form factor, a few improvements in specifications would help attract more end users. I love the BlackBerry Passport.",5 December 2014,2,Verified Purchase,"""R25LWT9LV4ZVI"""
5.0,Ashu D.,Five Stars,I like this phone,30 October 2014,5,Verified Purchase,"""R3IMHUZ6EULYU6"""
5.0,meets the purpose,WOW v good after sales support and as always v good phone,"I have been using this phone from last 9 months. If your are serious about your communications requirements like emails, BBM, WHATSAPP ETC. This is the phone. Battery  last for the whole day easily with heavy usage.,The phone is little broad but fits your pockets.,Not advised for single hand use for typing.,Love BlackBerry interface, so user friendly.,In summer due to heavy sweating. There was issue with the front camera. They replaced my phone in just 3 business days with a brand new one.,Cameras are good and so continent to write emails and to read.",18 June 2015,0,,"""R19W120XYAGED"""
5.0,Satrajit B.,You will be surpised,"I was initially skeptical about the size. But after a few days of use it makes complete sense. I`m not much of mobile gamer but with Snap and Amazon pretty much all your apps are there.,While the hardware lived up to all my expectations, which were pretty high considering the cost of the device, what surprised me most was the OS.  BB OS 10.3 has is really good. This is more true if you are configuring your office emails on your phone. Where i work we have pretty strict controls on office data on the phone, the blackberry OS truly makes it usable for both purposes. I used to have a 5s which i was using for similar purposes, but the restricted experience on IOS made it quite painful. And oh yes the battery is brillant, you will surely appreciate it you have multiple push mails configured. Howver it as not ass efficient as IOS in terms of battery usage to track location and if you keep the wifi on. I would say it is on par with the high end androids in terms of optimising battery usage for location and wifi,Yes, you will have to use the phone two handed for anything other than reading documents, but that is a matter of getting used to it. What you will miss is probably are google play services (though not much of an android fan myself) and itunes (if your are invested there) but after a point you really will not miss much. You have workarounds for most apps/services you require.,I personally rate it higher than the iphone 6",14 November 2014,5,,"""R1QDM4VLUK9HCL"""
1.0,satisfied,Faulty/Duplicate Charger,"My Mistake I bought it online.,I have been experiencing heating issue lately plus when I put it on charge the touch doesn't work properly and it starts hanging. I have another blackberry phone If I use the other charger it doesn't heat up and the phone works fine while charging. I believe the charger is not original that is what the issue is.,I am not new to Amazon and believe they will surely help me out with this issue.",11 October 2015,0,Verified Purchase,"""R37LUEE7A6CTE6"""
5.0,vanaja banagiri,It's a perfect phone for a professional,"It's a perfect phone for a professional. I edit on the go which saves a lot of my time. Highlights are being able to make ppt presentations and excelsheets. The only and a big hitch is BB Passport is not compatible with any of the popular apps like Uber, Ola etc which makes the phone kinda obsolete. Nevertheless, I've been a Blackberry user from the Pearl days. I'm addicted to it.",15 June 2015,0,Verified Purchase,"""R3OKN5W03MVRMG"""
3.0,Jamil patni,Three Stars,The phone is excellent but it gets heated up on the upper right side which causes battery drain.,9 November 2014,3,Verified Purchase,"""RV84TGI2Y23U5"""
5.0,Nirav Panchal,Five Stars,Good. No Complain.,5 August 2015,0,Verified Purchase,"""RTTRX7S8N0AT9"""
5.0,satbir khurana,Five Stars,Experience is good,25 July 2015,0,Verified Purchase,"""R2PBVBF4H7NRZ8"""
5.0,Aakash Bajaj``,"Apart from the fact that there's no truecaller, this ...","Apart from the fact that there's no truecaller, this phone is a real treat.,It's got massive presence!,The BB Ecosystem, in it's own can do with certain minor refurbs though. Now that officially no support is there from the company, but this if you're the kind of person who would ignore updates and really don't care about the hammering society around you ridiculing Blackberry. I had a Lenovo K900, single version of android for 2 years, and I really didn't care as long my hello replicated in another hello!",17 February 2016,0,Verified Purchase,"""R72DRTSUPS6JP"""
5.0,Jay,Like BB Passport! Love BB Passport!,"What is there not to like a blackberry passport!. This is my 4th blackberry phone and by far this is the best blackberry product I have ever had. I also have Samsung Galaxy phones and an iPhone 6.,This review comes after a year and three months of my BB Passport use....,- This phone is specifically for people looking for productivity based phones.,- For Android and iPhone users, this phone can be a disappointment because of the lack of Apps on blackberry store. Even with Amazon Appstore, the number of apps available on blackberry 10 is very limited. I just wish Blackberry releases Google Play store for BB10.,- The key pad is the best of any phone in the market. The Blackberry Hub has no equivalent across any platform.,- Its a sturdy phone. I have dropped the phone numerous times and I am always surprised to find it in one piece without even a single scratch.,- The camera is decent but it cannot be compared with iPhone 6, which definitely has better camera than Passport.,- The speakers are louder than iPhone and Android phones.,- If you are into gaming, this phone may not be to your liking!,- The square display looks a bit odd and it will take a while to get used to it. Once you use it, you will surely like it. The only awkward movement is when you watch videos or play games and that's when you really miss the rectangular screens!.,- Last but not the least, this unique looking phone draws people's attention. There are way too many iPhones and all kinds of Android mobiles in the market. Many at times, people think that BB Passport is more expensive than iPhones 6 or High-end Android phones :)",25 May 2016,0,Verified Purchase,"""R1FLJU50G3KULI"""
5.0,Amazon Customer,Five Stars,Nice experience!,15 November 2015,0,Verified Purchase,"""R201YNWX74PZXS"""
3.0,Nitin Mukhija,Three Stars,wide is too much,10 August 2015,0,Verified Purchase,"""R1CED0TVG15DXL"""
4.0,pradeep,Four Stars,good smart phone,15 June 2015,0,Verified Purchase,"""R2Q656643ZQQBA"""
5.0,RJ,Very Good Quality phone for Business,Very Good Phone,10 January 2015,0,Verified Purchase,"""R3R1JOM1MBE2FQ"""
5.0,Rajeev,Phone was really nice. I was sad for returning the phone,5 star for amazon service. Got the phone in a day. But unfortunately i have to return as there is a heating problem with the phone. Phone was really nice. I was sad for returning the phone. I researched it so much and then bought this phone. Not sure why BB has this heating problem. Will again find courage sometime in future to buy again.,30 October 2015,0,Verified Purchase,"""R11ZZ4VLFXAFPS"""
5.0,Chiranjib Bhattacharjee,"Good phone, prompt delivery by Amazon","It's a good phone. Touch is really smooth, there is no lag at all. I am also having xperia Z3C, which often shows some lag, but this phone is very prompt. Screen resolution is also very good, there is no question of any complaints. Only the phone shape is little bit awkward, requires little practice. Amazon service is also very good, in fact they delivered the product very fast.",8 March 2015,0,Verified Purchase,"""R131ZVR87N9ZK0"""
5.0,Narayan Rao,this is the best phone I have ever had,"I have been using mobiles since 1998 and was a BlackBerry user between 2001 and 2012. I used an Android for the last two years because of company policy. Now, I purchased this and have no regrets, this is the best phone I have ever had..,The only feature I miss is individual app lock. In BlackBerry 10OS, you can lock the entire device but not specific/individual apps.",24 November 2014,0,Verified Purchase,"""R1Q2IA6RJ20P19"""
5.0,E J Gnanam,The best phone,"Simply put the following features make it vastly superior to Android and iPhone,1. Physical keyboard - very responsive plus it is touch enabled, has short cuts for messaging and predicts the way you write,2. The Hub - one place for all your messaging,3. Solid build quality with a high quality screen,4. Blend software on desktop - I use exchange on multiple devices. Now it's set up only on my phone and I can access the account from multiple devices using wifi",9 November 2014,5,,"""RIDF75W39UA69"""
1.0,Balaji,negative 5 star for BB india,"Experiencing warranty claims issues. Please double check with buyer, seller and manufacturer warranty claims and possibilities.",3 March 2016,2,Verified Purchase,"""RUMKQNXIH2SKJ"""
5.0,Abid,Awesome reading and typing experience,"I finally bought this handset last week after reading almost every review available..After using it for a week, I just love this device..Wonderful typing and reading experience..but it's not a good option if you really enjoy watching videos or play a variety of games on mobile..otherwise you ll love its features.",16 June 2015,0,Verified Purchase,"""R1LQE0U3QH31NU"""
5.0,KS,Blackberry Passport - A Must Have!,"After exactly 1 year of self-control and cost benefit analysis, I finally gave in and bought Passport on 31st Dec. Early read - Heck of a phone, big support on productivity, amazing pkb, great sound. And for someone who is OK with a sparse app ecosystem, Android app support is an added benefit. It does what it does amazingly fast! Having used segment leading phones across all ecosystems [iPhone6, Lumia 1520, Note 2], have to reiterate the fact that BB10 has a cleaner, simpler interface with better understanding of consumer needs compared to any other segment. It is a must have for anyone who wants simpler things in life, is a big fan of work productivity and would still want a pkb and stellar performance. Only concerns being ambiguous future of BB10 OS and BB service center experience.",6 January 2016,0,Verified Purchase,"""R2NLLQYKQQKTPT"""
4.0,Rachit Desai,A productivity tool with hub as a core!,"Hub is the core and more powerful feature of blackberry. For people using phone for business, efficiency generated by this phone is supreme. This is the primary reason for me to try this phone when I already have iPhone 5s and Android phone. This is a good enough reason to ignore limitations of app developers community and apps pool available for blackberry. Phone is terrifically fast and sound is awesome. Battery is also much better than iPhones of this world. Truly a productivity tool. Yes, screen gives a very different and amazing readability; especially for apps like Twitter and Facebook and likes. Emails can be well read in one screen.,Negatives:,Little heavy for what I would have liked!,Phone size odd so hits people's perceptions directly. On the other hand, does generate productivity.",8 January 2015,4,Verified Purchase,"""R18YBXF9DNPFGI"""
5.0,Vijay L. Jethmalani,Five Stars,Substance... Dignified. Period.,10 October 2014,23,,"""R80HWWBWLP819"""
1.0,Harshal P,too large to be practical,Apart from office this phone is difficult to use because of its size !,17 December 2014,34,Verified Purchase,"""R1O3YMQS1BMNKN"""
3.0,Sanjay Bhattacharjee,Price extensively high...,"Price is extensively high. Once the price falls down, i'll definitely buy this piece.",25 October 2015,2,,"""R3KW2ITJZRHKH0"""
5.0,Achal Gupta,Five Stars,good phone.Solid body .nice sound Love it,31 December 2014,0,Verified Purchase,"""R2BDN2INRIJ8DH"""
1.0,Maqbool Hasan,phone is not starting,"I am highly dissatisfied. I had put on charging then it didn't start. So already submitted on blackberry BB EXPERT service center NEHRU PLACE on 05/03/2015,Jobsheat No.8001041364,RMA NO.RM 04711820,PRODUCT CODE PRD 59182 007,PERSON SUBMITTED NAME IS AYYUB KHAN",7 March 2015,0,Verified Purchase,"""R18CVBB0ZEDOMJ"""
5.0,Praneel R,I've been a blackberry user for the past 10 years ...,I've been a blackberry user for the past 10 years using Blackberry 8900 and ardent Qwerty keyboard fan and always have been averse to touchscreen. The only switch I could do was to a Blackberry Passport and nothing else. It's either Blackberry or nothing for me!,11 July 2015,0,Verified Purchase,"""R3NLODQUS9SBPH"""
1.0,prashant bindal,not easily installed and not worked,"my headset become hot and hang on the same day when i purchase. still some times when i do more work or continuous work then it become hot. some times it also hang. while i know that this is 3 gb ram phone and processor is also quad core......,also have problem with third part application.......not easily installed and not worked.....",29 November 2014,3,Verified Purchase,"""R201WRC4OJZLQ"""
5.0,GIRRAJ GUPTA,Five Stars,Excellent product. One Must have it.,27 December 2014,0,Verified Purchase,"""R1FO7Z9CF59FPT"""
5.0,Ravinder Ramini,One of the most powerful mobile in the world.,"I used iPhone 3gs and iPhone 4, after switched to blackberry Z30, really amazing performance, after Z30 using 2 years I upgraded to passport, amazing battery and performance. Specially screen, It's look like mini pc. I am really happy to use passport.",19 January 2016,0,,"""R1YL0GMOAI90BL"""
3.0,Nitten Jaju,Lot of apps are not available. The flexibility to ...,Lot of apps are not available. The flexibility to have the main screen of our choice is absent. Apps that were availalbe for earlier Blackberry models are not available on the passport. The flexibilities need to be added to the software for usage.,27 November 2014,0,Verified Purchase,"""R5R1QB8GK6LNF"""
5.0,Mohammed Abdul Feroz,Five Stars,"Good Service, Phone is excellent",7 July 2015,0,Verified Purchase,"""R284J8VA2S5R6G"""
